recency,Recency group,history,History Group,Men/Women,zip_code,newbie,channel,segment,visit
2,1,29.99,4,Only Men,Urban,0,Web,No E-Mail,0
5,2,30.16,4,Only Men,Surburban,0,Web,No E-Mail,0
5,2,34.28,4,Only Men,Surburban,0,Web,No E-Mail,1
5,2,558.05,2,Only Women,Urban,1,Phone,Womens E-Mail,0
9,3,82.96,4,Only Women,Surburban,1,Phone,Mens E-Mail,1
12,4,115.15,4,Only Men,Urban,1,Phone,Womens E-Mail,0
5,2,29.99,4,Only Men,Surburban,1,Phone,No E-Mail,0
1,1,587.74,2,Both Men and Women,Surburban,1,Web,Mens E-Mail,0
10,4,69.04,4,Only Men,Urban,0,Web,Mens E-Mail,0
10,4,668.11,2,Only Women,Surburban,1,Phone,No E-Mail,1
9,3,242.46,3,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,0
2,1,322.75,3,Only Women,Urban,0,Web,Mens E-Mail,0
4,2,194.19,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
4,2,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
1,1,46.77,4,Only Men,Urban,1,Phone,Womens E-Mail,0
3,1,85.17,4,Only Men,Urban,0,Web,Mens E-Mail,0
10,4,75.86,4,Only Men,Rural,0,Phone,Mens E-Mail,0
2,1,208.46,4,Only Women,Urban,1,Phone,No E-Mail,0
5,2,262.64,3,Only Women,Urban,1,Web,Womens E-Mail,0
12,4,507.3,2,Only Men,Urban,1,Phone,No E-Mail,0
3,1,29.99,4,Only Men,Urban,1,Phone,Mens E-Mail,0
2,1,63.19,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
8,3,513.07,2,Only Men,Surburban,1,Multichannel,Womens E-Mail,0
6,2,93.71,4,Only Women,Surburban,0,Phone,No E-Mail,0
3,1,548.29,2,Only Men,Urban,1,Phone,Mens E-Mail,0
2,1,783.44,1,Only Men,Urban,1,Phone,Mens E-Mail,0
11,4,203.63,4,Only Women,Urban,0,Phone,Womens E-Mail,0
11,4,211.03,4,Both Men and Women,Surburban,0,Multichannel,Womens E-Mail,1
9,3,67.84,4,Only Men,Surburban,1,Phone,No E-Mail,0
7,3,127.81,4,Only Women,Urban,0,Web,Womens E-Mail,0
2,1,29.99,4,Only Men,Urban,1,Phone,Womens E-Mail,0
1,1,111.75,4,Only Women,Urban,0,Web,Womens E-Mail,0
7,3,213.14,4,Only Women,Urban,0,Web,No E-Mail,0
3,1,298.37,3,Only Women,Rural,1,Phone,No E-Mail,0
5,2,29.99,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
7,3,346.43,3,Only Men,Urban,0,Phone,No E-Mail,0
11,4,90.23,4,Only Men,Surburban,0,Phone,Mens E-Mail,1
8,3,327.89,3,Only Women,Surburban,0,Phone,Womens E-Mail,0
1,1,435.46,2,Only Women,Urban,0,Web,Womens E-Mail,0
2,1,243.07,3,Only Men,Surburban,1,Web,Mens E-Mail,0
1,1,331.75,3,Only Women,Rural,1,Phone,Womens E-Mail,0
7,3,343.22,3,Only Men,Urban,0,Web,Womens E-Mail,0
7,3,38.19,4,Only Men,Urban,0,Web,Mens E-Mail,0
8,3,277.02,3,Only Men,Urban,0,Phone,No E-Mail,1
5,2,157.48,4,Only Women,Urban,0,Web,No E-Mail,0
1,1,253.43,3,Only Women,Surburban,0,Multichannel,No E-Mail,0
10,4,536.66,2,Only Women,Surburban,1,Multichannel,No E-Mail,1
1,1,479.24,2,Only Women,Urban,0,Multichannel,Womens E-Mail,0
1,1,268.74,3,Only Men,Surburban,1,Web,No E-Mail,0
2,1,89.37,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
5,2,425.17,2,Only Women,Urban,0,Web,No E-Mail,0
9,3,220.45,4,Only Men,Urban,0,Web,Womens E-Mail,0
9,3,34.37,4,Only Men,Urban,0,Phone,Womens E-Mail,0
10,4,273,3,Only Men,Urban,0,Phone,Womens E-Mail,0
3,1,353.25,3,Both Men and Women,Surburban,0,Multichannel,No E-Mail,0
2,1,115.69,4,Only Men,Urban,0,Web,No E-Mail,0
10,4,277.78,3,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
8,3,297.22,3,Only Women,Urban,1,Web,Mens E-Mail,0
7,3,106.47,4,Only Men,Urban,0,Phone,Mens E-Mail,0
9,3,33.22,4,Only Men,Surburban,1,Web,Womens E-Mail,0
7,3,384.76,3,Only Men,Surburban,0,Phone,Womens E-Mail,0
2,1,290.46,3,Only Women,Urban,0,Phone,Womens E-Mail,0
1,1,282.1,3,Both Men and Women,Urban,0,Phone,No E-Mail,0
9,3,29.99,4,Only Men,Rural,0,Phone,No E-Mail,0
3,1,29.99,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
11,4,77.19,4,Only Women,Urban,0,Web,Womens E-Mail,0
7,3,254.84,3,Only Men,Surburban,0,Multichannel,Mens E-Mail,0
11,4,531.35,2,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
4,2,336.7,3,Only Men,Urban,0,Web,Mens E-Mail,0
1,1,327.27,3,Only Women,Surburban,0,Multichannel,No E-Mail,0
1,1,260.3,3,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
2,1,77.98,4,Only Women,Urban,1,Phone,Womens E-Mail,0
4,2,72.86,4,Only Men,Urban,0,Phone,No E-Mail,0
5,2,29.99,4,Only Women,Rural,1,Web,No E-Mail,1
10,4,29.99,4,Only Men,Rural,0,Phone,Mens E-Mail,0
7,3,869.55,1,Both Men and Women,Surburban,1,Web,Mens E-Mail,0
10,4,76.85,4,Only Women,Rural,0,Web,No E-Mail,0
3,1,229.45,3,Only Women,Urban,1,Web,Mens E-Mail,1
5,2,193.03,4,Only Women,Surburban,0,Web,No E-Mail,0
8,3,29.99,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
3,1,80.92,4,Only Men,Surburban,0,Phone,Womens E-Mail,1
6,2,29.99,4,Only Women,Urban,1,Web,Womens E-Mail,0
1,1,732.2,1,Only Women,Rural,1,Phone,Womens E-Mail,0
12,4,251.15,3,Both Men and Women,Rural,1,Multichannel,Womens E-Mail,0
10,4,29.99,4,Only Men,Urban,0,Web,Mens E-Mail,1
11,4,40.12,4,Only Men,Rural,0,Web,Mens E-Mail,1
1,1,612.29,2,Only Men,Surburban,1,Web,Mens E-Mail,0
2,1,368.07,3,Only Women,Surburban,1,Phone,No E-Mail,0
1,1,128.21,4,Only Men,Urban,0,Web,No E-Mail,1
9,3,38.74,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
5,2,340.63,3,Only Women,Surburban,0,Phone,Mens E-Mail,0
3,1,494.2,2,Only Men,Urban,0,Multichannel,Womens E-Mail,1
7,3,170.77,4,Only Women,Surburban,0,Phone,No E-Mail,0
9,3,256.82,3,Only Women,Urban,0,Phone,Mens E-Mail,0
8,3,407.57,3,Only Women,Rural,0,Multichannel,No E-Mail,0
2,1,221.97,4,Only Men,Urban,0,Phone,No E-Mail,1
9,3,198.17,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
4,2,158.22,4,Only Women,Urban,0,Web,Womens E-Mail,0
5,2,147.33,4,Only Women,Surburban,1,Phone,No E-Mail,0
7,3,46.53,4,Only Women,Surburban,0,Web,Mens E-Mail,0
2,1,467.47,2,Both Men and Women,Urban,0,Multichannel,Mens E-Mail,1
3,1,276.03,3,Only Women,Surburban,1,Phone,Mens E-Mail,0
7,3,56.75,4,Only Women,Urban,0,Web,Mens E-Mail,0
1,1,186.02,4,Only Women,Surburban,0,Web,Mens E-Mail,0
4,2,75.29,4,Only Women,Surburban,1,Web,Womens E-Mail,1
3,1,235.27,3,Only Women,Urban,1,Web,No E-Mail,0
3,1,231.27,3,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
3,1,208.7,4,Only Women,Surburban,0,Web,Mens E-Mail,0
5,2,117.73,4,Only Men,Rural,0,Phone,Mens E-Mail,0
4,2,373.76,3,Both Men and Women,Surburban,0,Phone,Mens E-Mail,0
3,1,189.59,4,Only Men,Surburban,0,Web,Womens E-Mail,0
9,3,479.23,2,Only Women,Rural,0,Web,Mens E-Mail,0
2,1,236.43,3,Both Men and Women,Urban,1,Phone,Mens E-Mail,0
1,1,94.43,4,Only Women,Urban,1,Web,No E-Mail,0
2,1,122.93,4,Only Men,Surburban,1,Phone,No E-Mail,0
2,1,267.33,3,Only Men,Urban,0,Phone,Mens E-Mail,0
8,3,229.27,3,Both Men and Women,Urban,1,Web,Womens E-Mail,0
8,3,879.49,1,Both Men and Women,Rural,1,Web,Womens E-Mail,0
10,4,303.5,3,Only Men,Urban,0,Web,Womens E-Mail,0
7,3,317.75,3,Both Men and Women,Surburban,0,Multichannel,No E-Mail,0
11,4,96.24,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
1,1,267.47,3,Only Men,Surburban,0,Phone,Mens E-Mail,0
6,2,143.51,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
2,1,120.25,4,Only Women,Surburban,0,Web,Mens E-Mail,0
7,3,177.48,4,Only Men,Rural,0,Web,Womens E-Mail,0
8,3,82.64,4,Only Women,Urban,0,Web,No E-Mail,0
10,4,29.99,4,Only Men,Urban,0,Phone,Mens E-Mail,0
11,4,62.3,4,Only Women,Surburban,0,Phone,No E-Mail,0
4,2,523.34,2,Only Men,Urban,1,Multichannel,Womens E-Mail,0
2,1,29.99,4,Only Men,Surburban,0,Phone,No E-Mail,1
9,3,87.36,4,Only Men,Surburban,0,Web,Mens E-Mail,0
10,4,108.36,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
10,4,1141.26,1,Only Women,Rural,1,Multichannel,Mens E-Mail,0
2,1,136.49,4,Only Men,Urban,1,Phone,Mens E-Mail,0
4,2,181.87,4,Only Women,Urban,0,Phone,No E-Mail,0
2,1,593.59,2,Only Men,Urban,1,Multichannel,Womens E-Mail,0
2,1,1019.62,1,Only Men,Urban,1,Multichannel,Womens E-Mail,0
10,4,267.99,3,Only Women,Urban,0,Web,Mens E-Mail,1
5,2,537.6,2,Only Women,Urban,1,Multichannel,Womens E-Mail,0
6,2,40.89,4,Only Women,Urban,1,Phone,Mens E-Mail,0
7,3,245.23,3,Both Men and Women,Urban,0,Phone,No E-Mail,0
7,3,168.78,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
12,4,106.55,4,Only Women,Urban,0,Web,Mens E-Mail,0
5,2,405.38,3,Only Men,Surburban,0,Multichannel,No E-Mail,0
4,2,65.04,4,Only Men,Urban,0,Web,Mens E-Mail,0
6,2,169.52,4,Only Men,Urban,0,Web,Womens E-Mail,1
9,3,31.5,4,Only Women,Surburban,1,Web,Womens E-Mail,0
1,1,77.03,4,Only Women,Surburban,1,Web,Womens E-Mail,0
1,1,344.39,3,Only Women,Urban,0,Web,Womens E-Mail,1
10,4,151.42,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
6,2,447.02,2,Only Women,Urban,0,Web,No E-Mail,1
6,2,137.8,4,Only Men,Urban,1,Web,Womens E-Mail,1
9,3,201,4,Both Men and Women,Surburban,1,Phone,Womens E-Mail,0
1,1,187.27,4,Only Men,Urban,0,Phone,Mens E-Mail,0
7,3,131.93,4,Only Women,Urban,1,Phone,Mens E-Mail,0
3,1,300.35,3,Only Women,Surburban,0,Phone,No E-Mail,0
9,3,29.99,4,Only Women,Rural,0,Phone,Mens E-Mail,0
10,4,38.94,4,Only Men,Urban,1,Web,Womens E-Mail,0
10,4,29.99,4,Only Women,Urban,0,Web,Womens E-Mail,0
4,2,63.55,4,Only Men,Urban,0,Phone,Mens E-Mail,0
10,4,72.64,4,Only Men,Urban,0,Phone,Womens E-Mail,0
1,1,105.17,4,Only Women,Urban,0,Phone,No E-Mail,0
12,4,83.56,4,Only Women,Surburban,1,Web,Womens E-Mail,0
6,2,307.6,3,Only Men,Urban,1,Web,Womens E-Mail,0
2,1,107.1,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
1,1,1011.09,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
9,3,91.68,4,Only Women,Surburban,1,Web,Womens E-Mail,1
4,2,29.99,4,Only Men,Urban,0,Phone,Womens E-Mail,0
3,1,432.33,2,Only Men,Urban,0,Web,Mens E-Mail,0
11,4,125.02,4,Only Men,Surburban,1,Phone,No E-Mail,0
1,1,437.61,2,Both Men and Women,Surburban,0,Multichannel,Mens E-Mail,0
8,3,83.34,4,Only Men,Urban,0,Web,Mens E-Mail,0
8,3,116.11,4,Only Women,Urban,0,Phone,Mens E-Mail,0
3,1,29.99,4,Only Men,Rural,0,Phone,No E-Mail,0
3,1,977.69,1,Only Men,Urban,1,Multichannel,Mens E-Mail,0
4,2,287.9,3,Only Women,Urban,1,Multichannel,Womens E-Mail,0
1,1,987.2,1,Only Women,Surburban,1,Multichannel,Mens E-Mail,1
3,1,156.33,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
4,2,799.66,1,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
1,1,72.03,4,Only Men,Urban,0,Phone,Mens E-Mail,0
2,1,64.92,4,Only Men,Surburban,0,Web,Womens E-Mail,0
4,2,155.91,4,Only Women,Urban,1,Web,Womens E-Mail,0
6,2,554.81,2,Both Men and Women,Surburban,1,Multichannel,No E-Mail,0
9,3,35.4,4,Only Women,Surburban,1,Phone,No E-Mail,0
10,4,101.72,4,Only Women,Surburban,0,Web,Womens E-Mail,0
8,3,191.44,4,Only Men,Surburban,1,Web,No E-Mail,0
10,4,281.64,3,Only Men,Rural,1,Phone,Mens E-Mail,0
4,2,45.23,4,Only Men,Surburban,0,Web,No E-Mail,1
10,4,69.22,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
3,1,217.34,4,Both Men and Women,Surburban,1,Phone,Womens E-Mail,0
7,3,1234.08,1,Only Women,Surburban,1,Multichannel,No E-Mail,0
1,1,233.99,3,Both Men and Women,Surburban,1,Web,Womens E-Mail,1
2,1,817.05,1,Only Men,Surburban,1,Web,Womens E-Mail,1
1,1,679.82,2,Only Women,Surburban,1,Web,Mens E-Mail,0
1,1,1068.73,1,Both Men and Women,Rural,1,Web,No E-Mail,0
4,2,532.59,2,Only Women,Rural,1,Multichannel,No E-Mail,0
1,1,80.85,4,Only Women,Surburban,0,Web,Womens E-Mail,0
2,1,190.06,4,Only Men,Rural,1,Phone,Mens E-Mail,0
4,2,284.8,3,Only Women,Surburban,0,Multichannel,Womens E-Mail,0
1,1,499.62,2,Only Men,Urban,0,Phone,Womens E-Mail,0
2,1,604.86,2,Only Men,Rural,1,Multichannel,Mens E-Mail,0
12,4,79.61,4,Only Women,Surburban,1,Web,No E-Mail,0
2,1,620.22,2,Only Women,Surburban,1,Multichannel,Mens E-Mail,0
10,4,161.25,4,Only Women,Urban,0,Phone,Womens E-Mail,0
1,1,125.06,4,Only Men,Rural,1,Phone,Mens E-Mail,0
2,1,29.99,4,Only Men,Urban,1,Web,Mens E-Mail,0
9,3,390.31,3,Both Men and Women,Surburban,1,Web,Womens E-Mail,0
6,2,367.5,3,Only Men,Urban,1,Web,No E-Mail,1
9,3,236.01,3,Only Women,Surburban,0,Multichannel,Mens E-Mail,0
6,2,29.99,4,Only Women,Rural,0,Phone,No E-Mail,0
5,2,484.43,2,Only Men,Rural,1,Phone,Mens E-Mail,0
10,4,30.33,4,Only Women,Urban,0,Web,Womens E-Mail,1
7,3,39.69,4,Only Men,Surburban,0,Web,Mens E-Mail,0
6,2,29.99,4,Only Men,Urban,0,Web,Womens E-Mail,0
9,3,326.82,3,Only Men,Surburban,0,Web,No E-Mail,0
2,1,76.58,4,Only Men,Urban,0,Web,No E-Mail,0
3,1,355.48,3,Only Women,Surburban,0,Multichannel,No E-Mail,0
10,4,206.21,4,Only Women,Urban,0,Web,No E-Mail,0
6,2,466.35,2,Only Men,Surburban,0,Multichannel,No E-Mail,0
4,2,98.32,4,Only Women,Urban,0,Phone,Womens E-Mail,0
7,3,458.79,2,Only Women,Surburban,0,Web,Womens E-Mail,1
3,1,251.45,3,Only Women,Urban,0,Phone,Mens E-Mail,0
2,1,55.02,4,Only Men,Urban,0,Web,No E-Mail,0
8,3,99.28,4,Only Women,Surburban,0,Web,No E-Mail,0
6,2,152.31,4,Only Women,Urban,1,Web,Womens E-Mail,0
4,2,118.01,4,Only Women,Urban,1,Web,Womens E-Mail,0
1,1,148.09,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
2,1,443.56,2,Only Men,Surburban,0,Multichannel,No E-Mail,0
8,3,29.99,4,Only Women,Urban,0,Web,Mens E-Mail,0
1,1,222.52,4,Both Men and Women,Rural,0,Phone,Womens E-Mail,1
7,3,150.53,4,Only Women,Surburban,0,Phone,No E-Mail,0
11,4,149.34,4,Only Women,Rural,0,Web,Womens E-Mail,0
12,4,115.59,4,Only Men,Surburban,0,Web,Mens E-Mail,0
9,3,139.2,4,Only Women,Surburban,1,Web,Mens E-Mail,0
5,2,81.27,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
6,2,245.65,3,Only Women,Surburban,0,Phone,No E-Mail,0
5,2,121.18,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
10,4,29.99,4,Only Women,Rural,1,Phone,Mens E-Mail,0
11,4,105.98,4,Only Women,Urban,1,Web,Mens E-Mail,1
1,1,731.97,1,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,0
10,4,29.99,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
8,3,87.14,4,Only Men,Surburban,0,Phone,No E-Mail,0
2,1,1072.77,1,Only Men,Rural,1,Phone,Womens E-Mail,0
7,3,185.6,4,Only Women,Surburban,1,Phone,No E-Mail,0
2,1,270.61,3,Only Men,Urban,0,Multichannel,Womens E-Mail,0
10,4,29.99,4,Only Women,Urban,1,Phone,Mens E-Mail,0
6,2,29.99,4,Only Men,Urban,1,Phone,Womens E-Mail,0
4,2,65.53,4,Only Men,Surburban,0,Web,Womens E-Mail,0
4,2,191.62,4,Only Men,Surburban,0,Web,Womens E-Mail,0
10,4,40.74,4,Only Women,Surburban,1,Web,Womens E-Mail,0
10,4,128.52,4,Only Women,Rural,1,Web,Mens E-Mail,0
8,3,36.26,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
7,3,205.9,4,Only Men,Surburban,0,Multichannel,No E-Mail,0
10,4,66.98,4,Only Men,Surburban,1,Web,No E-Mail,0
1,1,817.02,1,Only Men,Rural,1,Phone,Womens E-Mail,0
3,1,551.58,2,Only Men,Surburban,1,Multichannel,No E-Mail,0
2,1,196.39,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
10,4,68.62,4,Only Women,Urban,1,Phone,Mens E-Mail,0
9,3,103.65,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
9,3,87.42,4,Only Men,Urban,1,Phone,Womens E-Mail,0
10,4,29.99,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
2,1,1411.83,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
3,1,95.93,4,Only Men,Surburban,0,Phone,No E-Mail,1
7,3,107.5,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
1,1,944.28,1,Both Men and Women,Surburban,1,Phone,No E-Mail,1
11,4,144.58,4,Only Men,Urban,1,Phone,Womens E-Mail,0
10,4,33.13,4,Only Men,Surburban,1,Web,Womens E-Mail,0
6,2,455.23,2,Only Men,Urban,0,Multichannel,Womens E-Mail,0
10,4,126.47,4,Only Men,Surburban,1,Phone,No E-Mail,0
4,2,79.1,4,Only Women,Surburban,1,Web,No E-Mail,0
10,4,29.99,4,Only Women,Surburban,0,Web,Womens E-Mail,0
1,1,491.22,2,Only Women,Rural,1,Web,No E-Mail,0
8,3,250.96,3,Only Men,Urban,1,Web,No E-Mail,0
3,1,350.89,3,Both Men and Women,Urban,0,Web,No E-Mail,0
2,1,624.26,2,Both Men and Women,Surburban,1,Multichannel,No E-Mail,1
4,2,206.6,4,Both Men and Women,Surburban,1,Web,Womens E-Mail,0
2,1,78.76,4,Only Women,Rural,1,Web,No E-Mail,0
10,4,75.25,4,Only Men,Urban,0,Phone,No E-Mail,0
7,3,140.88,4,Only Men,Surburban,0,Web,Womens E-Mail,0
1,1,65.84,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
1,1,295.61,3,Only Men,Surburban,0,Web,No E-Mail,0
1,1,113.84,4,Only Men,Urban,1,Phone,Womens E-Mail,0
1,1,29.99,4,Only Women,Rural,1,Phone,Mens E-Mail,0
10,4,535.55,2,Only Men,Urban,1,Phone,No E-Mail,0
12,4,97.13,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
8,3,125.74,4,Only Men,Surburban,1,Web,Womens E-Mail,1
3,1,77.45,4,Only Men,Rural,1,Phone,No E-Mail,0
3,1,113.27,4,Only Women,Urban,1,Phone,Mens E-Mail,0
10,4,29.99,4,Only Men,Urban,0,Phone,Womens E-Mail,0
12,4,762.73,1,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,1
11,4,142.19,4,Only Women,Urban,1,Phone,No E-Mail,0
10,4,62.8,4,Only Men,Urban,1,Phone,Mens E-Mail,0
9,3,210.97,4,Only Men,Surburban,0,Multichannel,No E-Mail,0
1,1,41.71,4,Only Men,Surburban,0,Web,Mens E-Mail,0
3,1,336.95,3,Only Women,Surburban,0,Web,Womens E-Mail,0
10,4,90.51,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
4,2,311.45,3,Only Women,Surburban,0,Phone,Mens E-Mail,0
4,2,355.14,3,Only Women,Rural,0,Multichannel,No E-Mail,0
9,3,140.82,4,Only Men,Rural,0,Web,Womens E-Mail,0
8,3,66.63,4,Only Men,Surburban,0,Phone,Mens E-Mail,1
6,2,442.94,2,Only Women,Surburban,0,Multichannel,Mens E-Mail,0
10,4,53.27,4,Only Men,Rural,0,Phone,Womens E-Mail,0
9,3,74.05,4,Only Women,Urban,1,Web,Womens E-Mail,1
10,4,267.43,3,Only Women,Urban,1,Multichannel,Womens E-Mail,0
10,4,771.5,1,Only Men,Rural,1,Multichannel,No E-Mail,0
2,1,281.66,3,Only Women,Rural,0,Multichannel,Mens E-Mail,1
10,4,29.99,4,Only Women,Urban,0,Web,Womens E-Mail,0
2,1,687.6,1,Only Men,Rural,1,Multichannel,Womens E-Mail,0
5,2,587.31,2,Only Women,Rural,1,Web,Womens E-Mail,0
12,4,29.99,4,Only Women,Rural,0,Web,Mens E-Mail,0
12,4,234.54,3,Only Women,Surburban,1,Web,No E-Mail,0
9,3,66.1,4,Only Women,Rural,0,Web,No E-Mail,0
1,1,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
3,1,560.83,2,Only Men,Rural,1,Phone,Mens E-Mail,0
2,1,301.39,3,Only Men,Urban,0,Phone,Mens E-Mail,0
10,4,53.41,4,Only Women,Surburban,0,Web,Womens E-Mail,0
1,1,375.29,3,Only Men,Urban,0,Multichannel,Womens E-Mail,0
2,1,29.99,4,Only Women,Rural,1,Phone,Womens E-Mail,0
6,2,173.15,4,Only Women,Surburban,1,Phone,Womens E-Mail,1
3,1,180.9,4,Only Women,Urban,0,Phone,Womens E-Mail,0
4,2,286.17,3,Only Women,Urban,1,Phone,No E-Mail,0
3,1,124.35,4,Only Women,Urban,0,Phone,Mens E-Mail,0
2,1,60.21,4,Only Men,Surburban,1,Web,Mens E-Mail,0
4,2,261.53,3,Both Men and Women,Rural,0,Phone,Mens E-Mail,0
2,1,29.99,4,Only Women,Urban,0,Phone,Mens E-Mail,0
9,3,100.37,4,Only Men,Surburban,0,Phone,No E-Mail,0
4,2,99.97,4,Only Women,Surburban,1,Web,Mens E-Mail,0
9,3,251.78,3,Only Women,Surburban,1,Web,No E-Mail,0
9,3,60.26,4,Only Men,Surburban,0,Phone,No E-Mail,1
9,3,73.26,4,Only Men,Urban,1,Phone,No E-Mail,0
1,1,783.28,1,Only Women,Rural,1,Multichannel,No E-Mail,0
10,4,61.49,4,Only Men,Surburban,1,Web,No E-Mail,0
9,3,29.99,4,Only Men,Urban,1,Phone,No E-Mail,0
9,3,227.01,3,Only Women,Rural,0,Web,Mens E-Mail,0
12,4,174.8,4,Only Men,Urban,0,Phone,No E-Mail,0
2,1,33.45,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
3,1,150.79,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
4,2,353.83,3,Only Men,Rural,0,Multichannel,Mens E-Mail,0
3,1,364.02,3,Only Women,Surburban,1,Web,No E-Mail,0
5,2,155.94,4,Only Women,Urban,1,Phone,Womens E-Mail,0
2,1,309.28,3,Only Women,Urban,0,Phone,Mens E-Mail,1
9,3,206.06,4,Only Men,Urban,0,Web,Mens E-Mail,1
5,2,102.73,4,Only Men,Rural,0,Phone,Mens E-Mail,0
2,1,181.92,4,Only Women,Rural,0,Web,No E-Mail,1
10,4,66.49,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
1,1,53.37,4,Only Men,Urban,0,Web,Mens E-Mail,0
2,1,459.41,2,Only Men,Surburban,0,Web,Mens E-Mail,0
8,3,51.62,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
1,1,757.16,1,Only Women,Urban,1,Multichannel,Womens E-Mail,0
4,2,126.16,4,Only Women,Urban,0,Web,No E-Mail,0
2,1,66.79,4,Only Women,Urban,1,Web,Womens E-Mail,0
10,4,241.35,3,Only Men,Surburban,0,Phone,Womens E-Mail,0
9,3,341.22,3,Only Men,Urban,0,Phone,Womens E-Mail,0
6,2,173.56,4,Only Men,Urban,0,Web,Womens E-Mail,1
10,4,29.99,4,Only Men,Surburban,1,Phone,Womens E-Mail,1
5,2,126.11,4,Only Women,Surburban,1,Web,Womens E-Mail,0
5,2,311.54,3,Only Women,Surburban,0,Web,Mens E-Mail,0
4,2,433.45,2,Only Women,Surburban,0,Web,No E-Mail,0
11,4,111.94,4,Only Women,Rural,1,Web,Womens E-Mail,1
11,4,118.47,4,Only Women,Urban,0,Web,Womens E-Mail,0
9,3,268.76,3,Only Men,Surburban,0,Web,Womens E-Mail,0
11,4,74.79,4,Only Women,Rural,1,Phone,Mens E-Mail,0
2,1,462.13,2,Only Men,Surburban,0,Phone,Womens E-Mail,0
1,1,320.97,3,Only Women,Urban,0,Web,No E-Mail,0
5,2,415.49,2,Only Women,Surburban,0,Phone,No E-Mail,1
10,4,29.99,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
8,3,255.07,3,Only Men,Surburban,0,Phone,Womens E-Mail,0
4,2,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
11,4,405.39,3,Only Men,Urban,0,Web,No E-Mail,0
7,3,442.56,2,Only Women,Urban,1,Web,Mens E-Mail,0
9,3,244.7,3,Both Men and Women,Urban,0,Web,Mens E-Mail,0
6,2,146.95,4,Only Men,Urban,0,Web,Mens E-Mail,1
11,4,52.33,4,Only Men,Surburban,1,Web,No E-Mail,0
2,1,290.48,3,Only Women,Surburban,0,Phone,Womens E-Mail,0
4,2,159.8,4,Only Women,Rural,1,Phone,Mens E-Mail,0
8,3,108.98,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
7,3,55.62,4,Only Men,Urban,1,Phone,Mens E-Mail,0
1,1,60.85,4,Only Men,Surburban,0,Web,Mens E-Mail,1
4,2,67.06,4,Only Men,Urban,0,Phone,Womens E-Mail,0
3,1,103.79,4,Only Men,Urban,1,Phone,Womens E-Mail,0
8,3,34.81,4,Only Men,Urban,0,Web,Womens E-Mail,0
3,1,538.8,2,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,0
6,2,29.99,4,Only Men,Surburban,0,Web,Womens E-Mail,0
5,2,104.6,4,Only Women,Surburban,1,Web,No E-Mail,0
10,4,883.63,1,Both Men and Women,Rural,1,Multichannel,Mens E-Mail,1
10,4,98.66,4,Only Men,Urban,1,Phone,No E-Mail,0
2,1,315.13,3,Only Women,Surburban,0,Web,Womens E-Mail,0
